,msg Standort_x,Straße_x,Hausnummer_x,PLZ_x,Ort_x,latitude_x,longitude_x,Location_x,color_x,Key_x,key,msg Standort_y,Straße_y,Hausnummer_y,PLZ_y,Ort_y,latitude_y,longitude_y,Location_y,color_y,Key_y,Distance_fly,Distance_car,Duration_car
10,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,0,Ingolstadt,Pascalstraße,4,85057,Ingolstadt,48.784417,11.399106,"Ingolstadt, Pascalstraße 4, 85057, Ingolstadt",blue,12,65.2963054600304,75,49
11,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,0,Köln/Hürth,Max-Planck-Straße,40,50354,Hürth,50.886726,6.913119,"Köln/Hürth, Max-Planck-Straße 40, 50354, Hürth",blue,13,453.6971881653334,570,292
12,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,0,Lingen (Ems),Kaiserstraße,10b,49809,Lingen,52.519154,7.322185,"Lingen (Ems), Kaiserstraße 10b, 49809, Lingen",blue,14,568.5764127890088,713,360
13,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,0,Münster,Schulstraße,22,48149,Münster,51.969304,7.61428,"Münster, Schulstraße 22, 48149, Münster",blue,15,507.2539769536929,662,334
14,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,0,Nürnberg,Südwestpark,60,90449,Nürnberg,49.429596000000004,11.017403999999999,"Nürnberg, Südwestpark 60, 90449, Nürnberg",blue,16,142.2316966100936,158,88
15,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,0,Passau,Dr. Hans-Kapfinger-Straße,30,94032,Passau,48.571989,13.453256,"Passau, Dr. Hans-Kapfinger-Straße 30, 94032, Passau",blue,17,135.95399265611724,176,101
16,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,0,Schortens/Wilhelmshaven,Beethovenstraße,46,26419,Schortens,53.537779,7.936808999999999,"Schortens/Wilhelmshaven, Beethovenstraße 46, 26419, Schortens",blue,18,646.2328881110024,799,398
17,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,0,St. Georgen,Leopoldstraße,1,78112,St. Georgen,48.126258,8.325873,"St. Georgen, Leopoldstraße 1, 78112, St. Georgen",blue,19,249.47618256766367,332,197
18,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,0,Stuttgart,Humboldtstraße,35,70771,Leinfelden-Echterdingen,48.694648,9.161239,"Stuttgart, Humboldtstraße 35, 70771, Leinfelden-Echterdingen",blue,20,193.2906518609639,223,123
19,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,0,Walldorf,Altrottstraße,31,69190,Walldorf,49.295010999999995,8.649036,"Walldorf, Altrottstraße 31, 69190, Walldorf",blue,21,252.25729486100636,331,186
20,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,497.2616988342782,575,294
21,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,190.77188018870555,233,138
22,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,509.7845620149456,674,357
23,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Chemnitz,Zwickauer Straße,16a,9122,Chemnitz,50.829383,12.914736999999999,"Chemnitz, Zwickauer Straße 16a, 9122, Chemnitz",blue,5,196.5664904658994,283,167
24,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Düsseldorf,Gladbecker Straße,3,40472,Düsseldorf,51.274774,6.794911999999999,"Düsseldorf, Gladbecker Straße 3, 40472, Düsseldorf",blue,6,468.64849423714725,564,295
25,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Essen,Am Thyssenhaus,1.3,45128,Essen,51.450577,7.008871000000001,"Essen, Am Thyssenhaus 1.3, 45128, Essen",blue,7,448.0712421876166,531,287
26,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Frankfurt,Mergenthalerallee,73-75,65760,Eschborn,50.136479,8.570963,"Frankfurt, Mergenthalerallee 73-75, 65760, Eschborn",blue,8,425.9169962972898,543,281
27,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Görlitz,Melanchthonstraße,19,2826,Görlitz,51.145511,14.970028,"Görlitz, Melanchthonstraße 19, 2826, Görlitz",blue,9,196.82978304692435,321,183
28,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Hamburg,Dammtorwall,7a,20354,Hamburg,53.557577,9.986065,"Hamburg, Dammtorwall 7a, 20354, Hamburg",blue,10,246.28637212743303,273,158
29,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Hannover,Hildesheimerstraße,265-267,30519,Hannover,52.337987,9.769706,"Hannover, Hildesheimerstraße 265-267, 30519, Hannover",blue,11,240.34960597984613,285,164
30,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Ingolstadt,Pascalstraße,4,85057,Ingolstadt,48.784417,11.399106,"Ingolstadt, Pascalstraße 4, 85057, Ingolstadt",blue,12,442.8532368565647,512,265
31,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Köln/Hürth,Max-Planck-Straße,40,50354,Hürth,50.886726,6.913119,"Köln/Hürth, Max-Planck-Straße 40, 50354, Hürth",blue,13,478.02547000423044,586,328
32,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Lingen (Ems),Kaiserstraße,10b,49809,Lingen,52.519154,7.322185,"Lingen (Ems), Kaiserstraße 10b, 49809, Lingen",blue,14,403.8409933405191,502,277
33,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Münster,Schulstraße,22,48149,Münster,51.969304,7.61428,"Münster, Schulstraße 22, 48149, Münster",blue,15,392.37631823191197,473,266
34,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Nürnberg,Südwestpark,60,90449,Nürnberg,49.429596000000004,11.017403999999999,"Nürnberg, Südwestpark 60, 90449, Nürnberg",blue,16,384.9856710460098,446,234
35,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Passau,Dr. Hans-Kapfinger-Straße,30,94032,Passau,48.571989,13.453256,"Passau, Dr. Hans-Kapfinger-Straße 30, 94032, Passau",blue,17,446.05348972297537,617,321
36,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Schortens/Wilhelmshaven,Beethovenstraße,46,26419,Schortens,53.537779,7.936808999999999,"Schortens/Wilhelmshaven, Beethovenstraße 46, 26419, Schortens",blue,18,373.48486079652963,483,263
37,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,St. Georgen,Leopoldstraße,1,78112,St. Georgen,48.126258,8.325873,"St. Georgen, Leopoldstraße 1, 78112, St. Georgen",blue,19,607.8161924831941,742,398
38,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Stuttgart,Humboldtstraße,35,70771,Leinfelden-Echterdingen,48.694648,9.161239,"Stuttgart, Humboldtstraße 35, 70771, Leinfelden-Echterdingen",blue,20,521.1989784945064,648,335
39,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,0,Walldorf,Altrottstraße,31,69190,Walldorf,49.295010999999995,8.649036,"Walldorf, Altrottstraße 31, 69190, Walldorf",blue,21,489.2674025396833,639,327
40,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,457.9418461281106,596,291
41,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,190.77188018870555,234,139
42,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,383.30144298576425,470,282
43,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Chemnitz,Zwickauer Straße,16a,9122,Chemnitz,50.829383,12.914736999999999,"Chemnitz, Zwickauer Straße 16a, 9122, Chemnitz",blue,5,230.86558193214265,304,162
44,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Düsseldorf,Gladbecker Straße,3,40472,Düsseldorf,51.274774,6.794911999999999,"Düsseldorf, Gladbecker Straße 3, 40472, Düsseldorf",blue,6,279.8897175411392,344,179
45,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Essen,Am Thyssenhaus,1.3,45128,Essen,51.450577,7.008871000000001,"Essen, Am Thyssenhaus 1.3, 45128, Essen",blue,7,258.4364738568796,311,170
46,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Frankfurt,Mergenthalerallee,73-75,65760,Eschborn,50.136479,8.570963,"Frankfurt, Mergenthalerallee 73-75, 65760, Eschborn",blue,8,274.4157163462228,337,199
47,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Görlitz,Melanchthonstraße,19,2826,Görlitz,51.145511,14.970028,"Görlitz, Melanchthonstraße 19, 2826, Görlitz",blue,9,331.2097887286135,415,209
48,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Hamburg,Dammtorwall,7a,20354,Hamburg,53.557577,9.986065,"Hamburg, Dammtorwall 7a, 20354, Hamburg",blue,10,146.759790338218,199,124
49,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Hannover,Hildesheimerstraße,265-267,30519,Hannover,52.337987,9.769706,"Hannover, Hildesheimerstraße 265-267, 30519, Hannover",blue,11,51.77239274396074,65,48
50,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Ingolstadt,Pascalstraße,4,85057,Ingolstadt,48.784417,11.399106,"Ingolstadt, Pascalstraße 4, 85057, Ingolstadt",blue,12,393.55076537923225,533,262
51,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Köln/Hürth,Max-Planck-Straße,40,50354,Hürth,50.886726,6.913119,"Köln/Hürth, Max-Planck-Straße 40, 50354, Hürth",blue,13,293.69475276050173,366,211
52,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Lingen (Ems),Kaiserstraße,10b,49809,Lingen,52.519154,7.322185,"Lingen (Ems), Kaiserstraße 10b, 49809, Lingen",blue,14,218.97485089944988,282,161
53,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Münster,Schulstraße,22,48149,Münster,51.969304,7.61428,"Münster, Schulstraße 22, 48149, Münster",blue,15,201.70296548281013,253,150
54,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Nürnberg,Südwestpark,60,90449,Nürnberg,49.429596000000004,11.017403999999999,"Nürnberg, Südwestpark 60, 90449, Nürnberg",blue,16,318.79071292391814,467,231
55,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Passau,Dr. Hans-Kapfinger-Straße,30,94032,Passau,48.571989,13.453256,"Passau, Dr. Hans-Kapfinger-Straße 30, 94032, Passau",blue,17,461.4871023578577,638,318
56,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Schortens/Wilhelmshaven,Beethovenstraße,46,26419,Schortens,53.537779,7.936808999999999,"Schortens/Wilhelmshaven, Beethovenstraße 46, 26419, Schortens",blue,18,223.02542167993823,268,152
57,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,St. Georgen,Leopoldstraße,1,78112,St. Georgen,48.126258,8.325873,"St. Georgen, Leopoldstraße 1, 78112, St. Georgen",blue,19,487.6309979227305,634,366
58,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Stuttgart,Humboldtstraße,35,70771,Leinfelden-Echterdingen,48.694648,9.161239,"Stuttgart, Humboldtstraße 35, 70771, Leinfelden-Echterdingen",blue,20,410.15173537086605,540,303
59,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,0,Walldorf,Altrottstraße,31,69190,Walldorf,49.295010999999995,8.649036,"Walldorf, Altrottstraße 31, 69190, Walldorf",blue,21,357.1005284071048,433,245
60,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,237.1153722496648,277,163
61,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,509.7845620149456,675,362
62,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,383.30144298576425,467,278
63,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Chemnitz,Zwickauer Straße,16a,9122,Chemnitz,50.829383,12.914736999999999,"Chemnitz, Zwickauer Straße 16a, 9122, Chemnitz",blue,5,361.95213541590203,476,258
64,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Düsseldorf,Gladbecker Straße,3,40472,Düsseldorf,51.274774,6.794911999999999,"Düsseldorf, Gladbecker Straße 3, 40472, Düsseldorf",blue,6,283.8636381464246,343,202
65,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Essen,Am Thyssenhaus,1.3,45128,Essen,51.450577,7.008871000000001,"Essen, Am Thyssenhaus 1.3, 45128, Essen",blue,7,294.54613042802487,358,213
66,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Frankfurt,Mergenthalerallee,73-75,65760,Eschborn,50.136479,8.570963,"Frankfurt, Mergenthalerallee 73-75, 65760, Eschborn",blue,8,123.10897846593167,138,90
67,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Görlitz,Melanchthonstraße,19,2826,Görlitz,51.145511,14.970028,"Görlitz, Melanchthonstraße 19, 2826, Görlitz",blue,9,505.28163778531547,652,346
68,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Hamburg,Dammtorwall,7a,20354,Hamburg,53.557577,9.986065,"Hamburg, Dammtorwall 7a, 20354, Hamburg",blue,10,511.1774161805949,623,365
69,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Hannover,Hildesheimerstraße,265-267,30519,Hannover,52.337987,9.769706,"Hannover, Hildesheimerstraße 265-267, 30519, Hannover",blue,11,375.299840065233,474,282
70,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Ingolstadt,Pascalstraße,4,85057,Ingolstadt,48.784417,11.399106,"Ingolstadt, Pascalstraße 4, 85057, Ingolstadt",blue,12,199.3550206804974,323,181
71,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Köln/Hürth,Max-Planck-Straße,40,50354,Hürth,50.886726,6.913119,"Köln/Hürth, Max-Planck-Straße 40, 50354, Hürth",blue,13,242.56131631118944,305,181
72,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Lingen (Ems),Kaiserstraße,10b,49809,Lingen,52.519154,7.322185,"Lingen (Ems), Kaiserstraße 10b, 49809, Lingen",blue,14,399.668160145691,493,276
73,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Münster,Schulstraße,22,48149,Münster,51.969304,7.61428,"Münster, Schulstraße 22, 48149, Münster",blue,15,335.5042776321392,411,235
74,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Nürnberg,Südwestpark,60,90449,Nürnberg,49.429596000000004,11.017403999999999,"Nürnberg, Südwestpark 60, 90449, Nürnberg",blue,16,174.11986618146872,251,147
75,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Passau,Dr. Hans-Kapfinger-Straße,30,94032,Passau,48.571989,13.453256,"Passau, Dr. Hans-Kapfinger-Straße 30, 94032, Passau",blue,17,352.0439599516032,444,242
76,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Schortens/Wilhelmshaven,Beethovenstraße,46,26419,Schortens,53.537779,7.936808999999999,"Schortens/Wilhelmshaven, Beethovenstraße 46, 26419, Schortens",blue,18,503.8765906067253,609,325
77,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,St. Georgen,Leopoldstraße,1,78112,St. Georgen,48.126258,8.325873,"St. Georgen, Leopoldstraße 1, 78112, St. Georgen",blue,19,104.48999077439167,155,111
78,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Stuttgart,Humboldtstraße,35,70771,Leinfelden-Echterdingen,48.694648,9.161239,"Stuttgart, Humboldtstraße 35, 70771, Leinfelden-Echterdingen",blue,20,50.61165071583241,61,48
79,Bretten,Edisonstraße,2,75015,Bretten,49.032767,8.698372,"Bretten, Edisonstraße 2, 75015, Bretten",blue,4,0,Walldorf,Altrottstraße,31,69190,Walldorf,49.295010999999995,8.649036,"Walldorf, Altrottstraße 31, 69190, Walldorf",blue,21,29.389241287139743,42,47
80,Chemnitz,Zwickauer Straße,16a,9122,Chemnitz,50.829383,12.914736999999999,"Chemnitz, Zwickauer Straße 16a, 9122, Chemnitz",blue,5,0,Ismaning/München (Hauptsitz),Robert-Bürkle-Straße,1,85737,Ismaning,48.229034999999996,11.686153,"Ismaning/München (Hauptsitz), Robert-Bürkle-Straße 1, 85737, Ismaning",green,1,302.5190429671971,376,195
81,Chemnitz,Zwickauer Straße,16a,9122,Chemnitz,50.829383,12.914736999999999,"Chemnitz, Zwickauer Straße 16a, 9122, Chemnitz",blue,5,0,Berlin,Wittestraße,30,13509,Berlin,52.580911,13.293884,"Berlin, Wittestraße 30, 13509, Berlin",blue,2,196.5664904658994,284,167
82,Chemnitz,Zwickauer Straße,16a,9122,Chemnitz,50.829383,12.914736999999999,"Chemnitz, Zwickauer Straße 16a, 9122, Chemnitz",blue,5,0,Braunschweig,Mittelweg,7,38106,Braunschweig,52.278748,10.524797,"Braunschweig, Mittelweg 7, 38106, Braunschweig",blue,3,230.86558193214265,304,168
